ID,Occurred,At,AC,Station,Headline,FlightNo,ATA,Minutos
62719,2024-03-29,15:27:00,Avión 22,PDQ,OVERSPEED FLAPS 30º,NT3458,05-51,22.0
62751,2024-03-30,07:44:00,Avión 8,HOR,FUEL FEED LO PRESS,NT402,28-21,33.0
62757,2024-03-30,09:38:00,Avión 13,PIQ,REPORTA EN VUELO SINGLE CHANNEL PEC FAULT,NT6131,61-21,29.0
62758,2024-03-30,11:12:00,Avión 12,MAD,PROBLEMAS EN RUEDA DE MORRO STEERING,NT6002,32-50,67.0
62766,2024-03-30,13:55:00,Avión 17,PIQ,2 ANOTACIONES A SU LLEGADA,NT873,33-49,7.0
62783,2024-03-30,21:42:00,Avión 37,HOR,MOTOR IZQ HIZO STALL TRES  VECES EN APROXIMACION,NT582,72-01,199.0
62803,2024-03-31,12:13:00,Avión 10,PDQ,MEDICION DE CARGA POR VARILLA,NT2271,12-11,8.0
62809,2024-03-31,13:53:00,Avión 3,PIQ,IMAN DEL PARASOL CM1 NO APARECE,NT455,25-13,5.0
62838,2024-04-01,08:19:00,Avión 18,PDQ,NO PUEDEN SUMINISTRAR COMBUSTIBLE PANEL INOP,NT108,28-25,67.0
62842,2024-03-28,08:20:00,Avión 36,PIQ,PCMCIA,NT406,31-31,3.0
62843,2024-03-28,19:00:00,Avión 10,PIQ,CARGA POR VARILLA,NT178,28-42,36.0
62845,2024-04-01,11:02:00,Avión 14,PDQ,CHEQUEO CORTINA DE PASAJE,NT816,25-00,5.0
62847,2024-03-29,11:30:00,Avión 2,PIQ,MASK SEAT OBSERVER INOP,NT866,35-12,6.0
62848,2024-03-29,16:45:00,Avión 10,PIQ,CARGA POR VARILLA,NT890,12-11,15.0
62850,2024-03-29,18:45:00,Avión 10,PIQ,CARGA POR VARILLA,NT988,12-11,37.0
62853,2024-04-01,12:58:00,Avión 10,PIQ,MEDICION DE CARGA POR VARILLA,NT631,12-11,4.0
62858,2024-04-01,13:41:00,Avión 38,PIQ,PEC FAULT MOTOR 1,NT141,61-21,26.0
62863,2024-04-01,14:35:00,Avión 37,PDQ,COMPROBAR FECHA DE EXTINTOR,NT556,25-64,14.0
62891,2024-04-02,08:34:00,Avión 8,PIQ,FUEL LOW PRESS,NT611,28-21,9.0
62900,2024-04-02,13:01:00,Avión 34,PIQ,EXTINTOR DE AGUA INOPERATIVO,NT875,26-24,18.0
62911,2024-04-02,15:53:00,Avión 10,PIQ,MEDICION DE CARGA POR VARILLA,NT151,12-11,3.0
62912,2024-04-02,16:10:00,Avión 4,PDQ,ALTA TEMPERATURA DE COMBUSTIBLE,NT830,73-15,4.0
62924,2024-04-02,20:23:00,Avión 3,PDQ,BOTON TRIMADO LATERAL DE LA CONSOLO ESTÁ PARTIDO,NT357,31-19,30.0
62941,2024-04-03,05:38:00,Avión 37,PDQ,PÉRDIDA ACEITE,NT200,12-21,5.0
62942,2024-04-03,06:09:00,Avión 36,PDQ,RETORNA A PARKING - PROBLEMAS CON PACK,NT500,21-50,145.0
62944,2024-04-02,06:30:00,Avión 10,PIQ,CARGA POR VARILLA,NT102,12-11,9.0
62945,2024-04-02,08:30:00,Avión 10,PIQ,CARGA POR VARILLA,NT752,12-11,36.0
62946,2024-04-02,07:20:00,Avión 40,PIQ,WY,NT406,05-20,15.0
62950,2024-04-03,09:32:00,Avión 20,PDQ,VÁLVULA ROTA,NT509,21-51,43.0
62963,2024-04-03,13:58:00,Avión 15,PDQ,SALTA FALLO FUEL CONTROL FAULT,NT5423,28-42,18.0
62968,2024-04-03,15:47:00,Avión 35,PDQ,ROCE EN BASTON DE COLA,NT255,05-10,38.0
62999,2024-04-03,07:15:00,Avión 4,PDQ,WP MNN/L-030424,NT805,05-20,3.0
63001,2024-04-03,21:00:00,Avión 15,PDQ,WP NEZ/L-030424-4,NT1804,05-20,5.0
63008,2024-04-04,12:10:00,Avión 2,PDQ,INTERFONO SOBRECARGO,NT538,23-43,2.0
63025,2024-04-04,18:38:00,Avión 44,PIQ,CONSULTA SOBRE SONIDO DE GOLPE DURANTE PUSHBACK EN MAD,NT6075,32-21,167.0
63042,2024-04-05,05:44:00,Avión 37,PIQ,BOTON CALL INTERFONO SOBRECARGO,NT400,23-43,5.0
63046,2024-04-04,07:15:00,Avión 1,PDQ,WP MOL/L-040424-2,NT805,05-20,8.0
63048,2024-04-04,18:30:00,Avión 10,PIQ,CARGA POR VARILLA,NT180,12-11,0.0
63059,2024-04-05,13:24:00,Avión 46,PIQ,CANIBALIZACIÓN,NT001,32-21,8.0
63062,2024-04-05,13:46:00,Avión 24,PDQ,MENSAJE DE PROBLEMAS CON MANDOS DE VUELO,NT5243,27-00,88.0
63063,2024-04-05,13:56:00,Avión 7,PIQ,ANOTACION DE RUEDAS DELANTERAS,NT641,12-37,27.0
63064,2024-04-05,14:48:00,Avión 8,SMA,ALTA TEMPERATURA MOTOR 2,NT650,73-15,44.0
63065,2024-04-05,15:17:00,Avión 36,PDQ,LC,NT555,05-20,40.0
63090,2024-04-06,06:18:00,Avión 3,PIQ,EN CABECERA SALTA AVISO DE ICING,NT940,30-81,71.0
63091,2024-04-06,06:23:00,Avión 36,PDQ,PROBLEMAS CON PACK DIFERIDO,NT501,36-11,25.0
63092,2024-04-06,06:44:00,Avión 11,PDQ,MOTOR 1 CON PARÁMETROS ANORMALES,NT300,72-00,124.0
63117,2024-04-06,18:40:00,Avión 24,PDQ,VIBRACIONES EN PEDALES,NT3073,71-00,11.0
63118,2024-04-06,19:42:00,Avión 25,PDQ,FALLO INDICACIÓN EWD,NT283,31-19,61.0
63134,2024-04-07,06:43:00,Avión 8,PIQ,H. BLEED VALVE,NT604,75-31,83.0
63142,2024-04-07,09:25:00,Avión 11,PDQ,ANOTACIONES DE MOTOR,NT351,77-13,11.0
63147,2024-04-07,12:55:00,Avión 46,PDQ,PROBLEMAS PUERTA COCKPIT,NT6007,52-51,9.0
63155,2024-04-07,14:43:00,Avión 10,PDQ,MEDICION CON VARILLA - 2.600KG,NT826,12-11,6.0
63164,2024-04-07,19:23:00,Avión 10,PDQ,MEDICION POR VARILLA - 2000KG,NT178,12-11,40.0
63166,2024-04-07,19:31:00,Avión 25,PDQ,SOLICITA MTTO SIN MAS INFO,NT180,52-31,18.0
63186,2024-04-08,06:50:00,Avión 10,PDQ,MEDICION CARGA POR VARILLA,NT192,12-11,10.0
63189,2024-04-05,07:15:00,Avión 10,PDQ,CARGA POR VARILLA,NT206,12-11,17.0
63191,2024-04-05,09:45:00,Avión 10,PDQ,CARGA POR VARILLA,NT522,12-11,15.0
63209,2024-04-06,20:00:00,Avión 15,PDQ,EVENT WITHOUT INFORMATION - OPERATIONAL,NT1804,28-00,24.0
63216,2024-04-08,13:41:00,Avión 7,PDQ,PROBLEMA DE TEMPERATURA ALTA + ASIENTO INOP,NT4073,73-15,3.0
63219,2024-04-07,10:05:00,Avión 10,PDQ,CARGA POR VARILLA,NT368,12-11,3.0
63221,2024-04-07,12:45:00,Avión 10,PDQ,CARGA POR VARILLA,NT823,12-11,17.0
63235,2024-04-08,17:29:00,Avión 13,PDQ,RUDDER TRIM,NT267,27-22,12.0
63255,2024-04-09,06:01:00,Avión 8,PIQ,WING LIGHT LH EN MAL ESTADO,NT995,33-49,18.0
63267,2024-04-09,11:28:00,Avión 39,TER,POSIBLE BIRD STRIKE,NT228,05-51,14.0
63272,2024-04-09,05:00:00,Avión 3,PDQ,NC`S+AFU+ BSI(RH)+AOM TLU,NT190,05-20,35.0
63315,2024-01-04,07:36:00,Avión 30,PIQ,630612/1,PM547,31-31,59.0
63316,2024-01-08,07:54:00,Avión 30,PIQ,630621/1,PM419,34-74,40.0
63317,2024-01-10,08:02:00,Avión 30,PIQ,630621/1,PM419,34-74,55.0
63318,2024-01-12,08:07:00,Avión 42,PDQ,624157/1,PM731,24-22,40.0
63319,2024-01-15,08:21:00,Avión 26,nan,SCHEDULED MAINTENANCE - MAINTENANCE,nan,05-00,nan
63320,2024-01-21,08:29:00,Avión 26,PDQ,622131/1,nan,22-10,7.0
63321,2024-01-22,08:38:00,Avión 42,PIQ,624284-1,PM413,52-31,7.0
63322,2024-01-22,08:42:00,Avión 27,nan,SCHEDULED MAINTENANCE - MAINTENANCE,nan,05-00,nan
63323,2024-01-24,08:49:00,Avión 30,nan,SCHEDULED MAINTENANCE - MAINTENANCE,nan,05-00,nan
63324,2024-01-26,08:52:00,Avión 30,PDQ,624220/1,PM730,27-51,nan
63325,2024-01-27,08:58:00,Avión 30,PDQ,624220/1,PM730,27-51,nan
63326,2024-01-28,09:09:00,Avión 33,nan,SCHEDULED MAINTENANCE - MAINTENANCE,nan,05-00,nan
63343,2024-04-10,15:52:00,Avión 11,PIQ,BIRDSTRIKE,NT151,05-51,9.0
63360,2024-04-10,23:45:00,Avión 2,PIQ,STARTER GENERATOR,NT497,24-61,43.0
63373,2024-04-11,06:20:00,Avión 22,PIQ,SOLICITA MTTO A SU LLEGADA PARA ECHAR UN VISTAZO,NT401,31-50,14.0
63380,2024-04-11,08:37:00,Avión 18,SMA,OVERHEAT,NT610,26-16,90.0
63384,2024-04-11,09:30:00,Avión 10,PIQ,MEDICION POR VARILLA,NT859,12-11,52.0
63387,2024-04-11,11:10:00,Avión 22,CVU,MASTER WARNING PRESION ACEITE A 60 NUDOS,NT781,31-53,188.0
63389,2024-04-11,11:27:00,Avión 24,PDQ,IMPACTO EN EL MORRO DE AVE EN LA SALIDA,NT6007,05-50,10.0
63403,2024-04-11,15:23:00,Avión 11,PIQ,YAW DUMPER Y AUTOPILOT INOP,NT975,27-21,18.0
63411,2024-04-11,19:53:00,Avión 28,SMA,VÁLVULA DE PASO DE COMBUSTIBLE NO ABRE,NT766,28-40,226.0
63433,2024-04-12,05:36:00,Avión 34,PDQ,PERDIDA DE AGUA POR EL WC,NT283,12-16,12.0
63438,2024-04-12,08:53:00,Avión 18,PIQ,CAMBIO RUEDA,NT859,12-37,15.0
63442,2024-04-12,12:23:00,Avión 39,PDQ,EEC ENG2 FAULT,NT371,77-00,29.0
63452,2024-04-12,13:56:00,Avión 1,PDQ,PILOTO INFORMA DE OSCILACIONES EN ITT DEL MOTOR #1,NT140,77-00,188.0
63457,2024-04-12,14:39:00,Avión 7,FNC,EL PILOTO DEJA 3 ANOTACIONES ATL,NT4073,24-46,43.0
63459,2024-04-12,14:59:00,Avión 10,PDQ,NECESITA REPOSTAJE,NT321,12-11,9.0
63482,2024-04-13,06:43:00,Avión 20,PIQ,CONSULTA SOBRE PRECINTOS,NT497,05-51,22.0
63489,2024-04-13,07:58:00,Avión 11,PDQ,INDICADOR ITT FLUCTUA CONTINUAMENTE ENTRE 3 Y 4º,NT106,77-21,272.0
63492,2024-04-13,08:43:00,Avión 10,PDQ,MEDICION CARGA POR VARILLA,NT114,12-11,19.0
63497,2024-04-13,10:29:00,Avión 34,PDQ,PACK #2 FAIL,NT120,21-50,22.0
63504,2024-04-13,12:09:00,Avión 14,PIQ,TEMPERATURA ALTA DE COMBUSTIBLE,NT627,73-15,12.0
63611,2024-04-16,06:19:00,Avión 20,PDQ,EXTINTOR DESPRECINTADO,NT300,26-24,25.0
63612,2024-04-16,08:31:00,Avión 13,TER,PA INOP,NT215,23-43,119.0
63989,2024-04-24,11:40:00,Avión 1,PDQ,TAXI LIGHT,NT130,33-46,65.0
64018,2024-04-25,05:44:00,Avión 39,PDQ,LINTERNA PARA SOBRECARGO,NT200,25-65,10.0
64024,2024-04-08,09:45:00,Avión 11,HOR,SIN ACCIÓN DE MTTO,NT523,52-00,6.0
64045,2024-04-25,20:33:00,Avión 36,PIQ,LC,NT489,05-20,15.0
64058,2024-04-26,05:36:00,Avión 39,PDQ,INTERFONO SOBRECARGO NO FUNCIONA,NT285,23-40,20.0
64060,2024-04-26,06:18:00,Avión 34,PDQ,CONSULTA EN P26,NT291,12-11,17.0
64062,2024-04-26,06:36:00,Avión 13,PDQ,EXTINTOR DESPRECINTADO Y MASK TCP CADUCA HOY,NT583,26-00,10.0
64070,2024-04-09,17:00:00,Avión 4,PIQ,TRAMPILLA AGUAS RESIDUALES,NT670,12-16,7.0
64087,2024-04-26,16:26:00,Avión 2,PIQ,ESCALON ABATIBLE DE PUERTA DE PASAJE,NT451,52-11,19.0
64093,2024-04-26,20:20:00,Avión 1,PDQ,LC,NT345,05-20,20.0
64112,2024-04-27,08:02:00,Avión 14,CVU,BIRD STRIKE EN TOMA,NT805,05-51,10.0
64116,2024-04-27,11:20:00,Avión 14,PDQ,INSPECCION BIRD STRIKE,NT816,05-51,0.0
64155,2024-04-28,08:56:00,Avión 2,PIQ,PROBLEMAS LUCES DE EMERGENCIA,NT861,33-51,7.0
64170,2024-04-28,15:07:00,Avión 41,PDQ,PERDIDA DE PRODUCTO DE LIMPIEZA POR EL BAÑO,NT258,38-32,102.0
64171,2024-04-28,15:12:00,Avión 12,MAD,PUERTA DE PASAJE DESNIVELADA,NT6075,52-12,95.0
64175,2024-04-28,18:24:00,Avión 36,HOR,FLUCTUACION DE TORQUE + STOLL DEL MOTOR 2,NT568,75-31,149.0
64188,2024-04-29,07:21:00,Avión 6,PDQ,INTERFONO NO FUNCIONA,NT5732,23-51,22.0
64189,2024-04-26,13:30:00,Avión 35,PDQ,ETIQUETA EXTINTOR CAIDA,NT548,26-24,5.0
64193,2024-04-26,21:15:00,Avión 34,PDQ,CAMBIO DE LUZ,NT596,33-13,9.0
64202,2024-04-29,12:33:00,Avión 3,PIQ,A/C SIN BATERIA,NT140,24-31,52.0
64203,2024-04-29,12:44:00,Avión 28,PIQ,NECESIDAD DE CAMBIO DE 2 RUEDAS,NT140,12-37,18.0
64212,2024-04-29,14:42:00,Avión 14,PDQ,CHARCO BAJO EL AC,NT523,12-00,20.0
64214,2024-04-29,15:32:00,Avión 20,PDQ,2 ANOTACIONES SIN NOTIFICAR,NT247,30-00,5.0
64234,2024-04-30,05:10:00,Avión 32,PDQ,A/C PUMP FAIL,NT1603,28-21,4.0
64239,2024-04-30,05:53:00,Avión 11,PIQ,MASCARA PRECINTO ROTO,NT940,35-12,11.0
64241,2024-04-30,06:07:00,Avión 22,PIQ,FUEL LOW PRESS,NT602,28-21,64.0
64251,2024-04-30,07:31:00,Avión 37,TER,BAJA PRESION EN ACUMULADOR VERDE Y AZUL,NT202,12-14,0.0
64259,2024-04-30,08:32:00,Avión 6,PDQ,FALLO DE FLAP,NT3012,27-50,6.0
64285,2024-04-30,13:29:00,Avión 11,PIQ,NO SE ABRE PUERTA DE PASAJE,NT875,52-11,7.0
64293,2024-04-30,15:33:00,Avión 32,PDQ,SB EPIC LOAD,NT6007,05-20,39.0
64323,2024-05-01,05:44:00,Avión 22,PDQ,MANCHA DE ACEITE BAJO MOTOR,NT500,79-00,5.0
64345,2024-05-01,13:38:00,Avión 31,PDQ,NO TIENEN EL ATL EN EL AC,NT227,05-20,8.0
64354,2024-05-01,15:30:00,Avión 15,PDQ,EVACUATION SLIDES,NT5423,25-65,113.0
64370,2024-05-01,20:41:00,Avión 24,PDQ,(1+2+7)D + ENGINE WASH,NT5733,05-20,39.0
64420,2024-05-02,16:17:00,Avión 2,PDQ,SISTEMA DE BLOCAJE PUERTA DE SERVICIO ABIERTA U/S,NT830,53-67,55.0
64445,2024-05-03,06:35:00,Avión 34,PIQ,CHEQUEO Y ATL DE REPUESTO,NT401,05-20,5.0
64446,2024-05-03,07:08:00,Avión 44,PIQ,RETORNO A PARKING - ENGINE 2 NO DISPATCH,NT6062,79-33,156.0
64448,2024-05-03,07:16:00,Avión 21,PIQ,PROBLEMAS CON HIDRAULICO,NT103,12-14,3.0
64449,2024-05-02,07:00:00,Avión 6,PDQ,LINTERNA,NT6002,25-60,13.0
64458,2024-05-03,13:13:00,Avión 28,SMA,STARTER MOTOR SOLICITA ASISTENCIA TELEFÓNICA,NT704,24-32,146.0
64468,2024-05-03,15:08:00,Avión 21,PIQ,FALLO BLEED 1 EN DESPEGUE Y ATERRIZAJE,149,36-11,45.0
64526,2024-05-04,16:47:00,Avión 20,PDQ,DIFERENCIA DE ITT,NT264,36-11,67.0
64531,2024-05-04,20:14:00,Avión 17,PDQ,LC + OIL INS,NT283,12-37,11.0
64550,2024-05-05,06:08:00,Avión 18,PDQ,TRAMPILLA PACK ABIERTA Y DEL COMBUSTIBLE,NT192,21-51,15.0
64554,2024-05-05,06:42:00,Avión 17,PDQ,DIFERENCIA DE TEMPERATURA DE 10 GRADOS EN CABINA,NT201,34-11,15.0
64556,2024-05-05,07:11:00,Avión 44,PIQ,FLIGHT CONTROL HORIZONTAL STAB FAULT,NT6065,27-43,119.0
64571,2024-05-05,14:32:00,Avión 41,PDQ,EL BRAZO DE LA PUERTA DE CARGA SE HA ROTO,NT233,52-31,22.0
64574,2024-05-05,18:39:00,Avión 14,PIQ,NO TIENEN NH EN PUESTA EN MARCHA,NT757,24-32,61.0
64602,2024-05-06,06:42:00,Avión 7,PDQ,GROUND HANDLING BUS Y MESITA ESTROPEADA,NT201,24-47,81.0
64610,2024-05-05,21:15:00,Avión 2,PDQ,LC Y FINDING OIL,NT849,05-20,5.0
64613,2024-05-06,10:45:00,Avión 44,PIQ,FLIGHT CONTROL HORIZONTAL STAB FAUL,NT6073,27-43,43.0
64619,2024-05-06,11:48:00,Avión 3,PDQ,FUERTE PITIDO PARTE TRASERA A PARTIR DE FILA 9,NT225,21-61,12.0
64628,2024-03-06,22:00:00,Avión 32,PDQ,WP DAILY CHECK,NT1804,05-20,9.0
64629,2024-05-06,14:05:00,Avión 44,MAD,FALLO CMC FAIL,NT6072,45-10,81.0
64630,2024-03-30,18:20:00,Avión 24,OVD,FALLO RADAR,NT5233,34-41,33.0
64632,2024-05-06,14:45:00,Avión 6,PDQ,ESCASO REMANENTE BSI,NT5109,05-20,113.0
64657,2024-05-07,05:46:00,Avión 2,PIQ,CONSULTA SOBRE ANOTACIONES ANTIGUAS,NT497,25-25,18.0
64659,2024-05-07,06:47:00,Avión 1,PDQ,SOLICITA MTTO A SU LLEGADA POR PERDIDA DE HYD,NT102,29-10,65.0
64660,2024-05-06,15:00:00,Avión 41,PDQ,SIN ACCION DE MTTO SERVICE BUS,NT380,24-42,8.0
64664,2024-05-07,09:15:00,Avión 44,PIQ,"FLT CONTROL HORIZONTAL STAB, CMC, PRINTER FAIL",NT6073,45-45,500.0
64670,2024-05-07,13:01:00,Avión 7,PDQ,FLAP JUMP HA SALTADO EN VUELO,NT1207,27-54,19.0
64676,2024-05-07,13:54:00,Avión 32,PDQ,PROBLEMA EN EL ARRANQUE,NT6007,72-00,15.0
64714,2024-05-08,06:16:00,Avión 1,PDQ,3 ANOTACIONES,NT201,12-12,4.0
64725,2024-05-08,11:04:00,Avión 43,MAD,INDICATIVO DE EMERGENCIA (111 PAX),NT6014,52-21,58.0
64741,2024-05-08,15:11:00,Avión 46,PDQ,FLIGHT CONTROL NOT DISPATCH  Y HORIZONTAL STAB,NT5423,27-43,57.0
64749,2024-05-08,19:12:00,Avión 32,MAD,PROBLEMAS CON CARGA DE AGUAS POTABLES,NT6004,38-11,10.0
64779,2024-05-08,20:00:00,Avión 46,PDQ,SCHEDULED MAINTENANCE - MAINTENANCE,NT1804,05-20,80.0
64798,2024-05-09,15:47:00,Avión 40,PIQ,PROBLEMAS CON RUDDER TRIM,NT451,27-22,46.0
64825,2024-05-10,06:35:00,Avión 36,PIQ,DETECTAN GOLPE EN FAIRING DEL TREN (PARTE IZQUIERDA),NT604,52-00,54.0
64828,2024-05-09,21:00:00,Avión 1,PDQ,LC + FINDING OIL,NT849,05-20,9.0
64832,2024-05-10,10:01:00,Avión 14,PDQ,INDICACION DE FALLO EN TREN DE ATERRIZAJE,NT522,32-00,70.0
64837,2024-04-11,14:30:00,Avión 10,PDQ,CARGA POR VARILLA,NT149,12-11,13.0
64838,2024-04-11,18:30:00,Avión 10,PIQ,CARGA POR VARILLA,NT180,12-11,22.0
64852,2024-05-10,14:00:00,Avión 12,PDQ,FALLO CON LUCES DE EMERGENCIA,NT5243,33-50,45.0
64855,2024-05-10,14:38:00,Avión 1,PDQ,BLEED LEAK MOTOR 1,NT816,36-00,235.0
64856,2024-05-10,15:04:00,Avión 25,PIQ,SOLICITA MTTO SIN MAS INFO,NT791,24-32,25.0
64857,2024-05-10,15:44:00,Avión 20,PDQ,LC + 2 FINDING CAMBIO RUEDA,NT557,12-37,20.0
64860,2024-05-10,16:50:00,Avión 25,PDQ,AVION QUEDA INOP POR FALLO DE LA GCU,NT150,24-00,110.0
64861,2024-05-10,16:52:00,Avión 31,PIQ,FALLO DE PEC FAULT,NT161,61-21,65.0
64903,2024-05-11,08:55:00,Avión 2,PDQ,PEC SINGLE CHANNEL,NT811,61-21,40.0
64906,2024-05-11,11:22:00,Avión 22,PDQ,FLIGHT CONFIG TEST,NT530,27-32,95.0
64910,2024-05-11,11:44:00,Avión 14,PIQ,WY,NT421,05-20,88.0
64930,2024-05-11,19:17:00,Avión 25,PIQ,PROBLEMA MOTOR 2 EN PUESTA EN MARCHA - PARKING 10,NT184,72-00,15.0
64934,2024-05-11,20:23:00,Avión 25,PDQ,FALLO STARTER MOTOR 2,NT184,80-00,20.0
64958,2024-05-12,07:18:00,Avión 20,PDQ,FALSA INDICACION TREN DE ATERRIZAJE,NT106,32-31,5.0
64966,2024-05-12,10:33:00,Avión 44,MAD,FLIGHT CONTROL HORIZ STB.,NT6002,27-40,60.0
64978,2024-05-12,16:07:00,Avión 37,PDQ,PROBLEMA ELECTRICO CON EL GPU,NT150,24-40,6.0
64979,2024-05-12,16:21:00,Avión 1,PDQ,PPLASTICO PUERTA DE PASAJE SUELTO + ENGANCHE GALLEY,NT830,25-23,15.0
64982,2024-05-12,19:04:00,Avión 39,PDQ,CHEQUEO DE AMORTIGUADORES DEBIDO A BOUNCE LANDING,NT573,12-14,77.0
64986,2024-05-12,20:25:00,Avión 1,PDQ,PROBLEMAS CON LOS DOS INTERFONOS,NT345,23-43,13.0
65002,2024-05-13,05:52:00,Avión 15,PDQ,INDICACION DE HIDRÁULICO,NT101,29-31,32.0
65006,2024-05-13,06:53:00,Avión 32,PDQ,CARGAR AGUA DE SERVICIO,NT100,12-16,17.0
65007,2024-05-13,08:43:00,Avión 22,PDQ,CAMBIO DE RUEDA,NT509,12-37,29.0
65009,2024-05-10,17:41:00,Avión 28,PIQ,LC Y FINDING OIL,NT757,05-20,1.0
65011,2024-05-11,12:00:00,Avión 34,HOR,SIN ACCION DE MTTO,NT1550,38-31,3.0
65032,2024-05-13,19:04:00,Avión 20,PDQ,ALTA TEMPERATURA EN PANTALLA,NT340,21-23,53.0
65039,2024-05-13,20:39:00,Avión 40,PIQ,WY,NT489,05-20,4.0
65059,2024-05-14,06:28:00,Avión 7,PDQ,"3 ANOT: LUZ BEACON, LUZ WING Y MESITA",NT201,33-49,11.0
65117,2024-05-15,06:14:00,Avión 39,PDQ,SOLICITA LLAMADA DE MTTO POR ANORMALIDAD,NT273,34-58,60.0
65121,2024-05-15,07:09:00,Avión 10,PDQ,RH WING LIGHT U/S,NT201,33-49,7.0
65124,2024-05-14,13:50:00,Avión 39,PDQ,INTERCOM,NT254,23-44,10.0
65151,2024-05-15,21:24:00,Avión 12,PDQ,PROBLEMAS CON INTERFONO,NT1804,44-00,52.0
65167,2024-05-16,06:05:00,Avión 18,PDQ,DIF CADUCADO EN HIL PERO NO EN SISTEMA,NT291,05-20,6.0
65168,2024-05-16,06:31:00,Avión 35,PDQ,NAV DATA FAIL,NT196,45-00,98.0
65171,2024-05-16,07:31:00,Avión 34,PDQ,FALLO NAV DATA FAIL,NT190,45-20,125.0
65195,2024-05-16,14:52:00,Avión 40,PDQ,GOLPE EN EL PLANO,NT826,57-14,30.0
65196,2024-05-16,14:54:00,Avión 41,PDQ,DATABASE,NT543,45-00,30.0
65198,2024-05-16,15:19:00,Avión 12,PIQ,HAY QUE RESETEAR EL AC DEBIDO A CORTE DE CORRIENTE,NT6064,24-40,71.0
65203,2024-05-16,19:57:00,Avión 44,PDQ,FLIGHT CTRL H.STAB,NT6014,27-00,202.0
65217,2024-05-17,02:01:00,Avión 6,PDQ,FUGA DE HIDRÁHULICO EN EL MOTOR  #2,nan,29-10,124.0
65229,2024-05-17,06:07:00,Avión 20,PDQ,ITEM MEL CADUCADO,NT300,25-33,12.0
65230,2024-05-17,06:28:00,Avión 25,PIQ,PROBLEMAS CON BASE DE DATOS,NT852,45-20,5.0
65247,2024-05-17,14:18:00,Avión 21,PDQ,PERSIANA 5F ROTA,NT549,25-26,5.0
65250,2024-05-17,14:33:00,Avión 11,PDQ,CARGA NAV DATA BASE + 2 ANOTACIONES,NT4071,45-20,30.0
65252,2024-05-17,14:51:00,Avión 28,PIQ,NAV DATABASE,NT643,34-61,55.0
65289,2024-05-18,10:10:00,Avión 10,PIQ,BIRDSTRIKE EVENTO 65287,NT753,05-51,5.0
65304,2024-05-18,14:46:00,Avión 2,PIQ,JS NOS LLAMA INDICANDO QUE TIENEN QUE CAMBIAR 2 RUEDAS,NT141,12-37,52.0
65305,2024-05-18,14:58:00,Avión 38,PDQ,DETECTOR LAVABO TRASERO INOPERATIVO,NT148,26-15,20.0
65314,2024-05-18,20:10:00,Avión 32,PDQ,PROBLEMAS CON CARGA AGUAS POTABLES,NT3073,38-00,47.0
65331,2024-05-19,03:51:00,Avión 6,PDQ,MLG RETRACTION ACTUATOR LH AND RH ROD SEAL DAMAGED,NT5703,32-31,75.0
65344,2024-05-19,12:10:00,Avión 34,PIQ,LC+ PCMCIA,NT627,12-37,15.0
65350,2024-05-19,13:20:00,Avión 11,PIQ,APOYABRAZOS ROTO,NT875,25-21,22.0
65356,2024-05-19,14:34:00,Avión 2,PDQ,CARGA O2 Y CAMBIO PACK FRENOS,NT4073,35-00,20.0
65359,2024-05-19,15:02:00,Avión 36,PDQ,PROBLEMA CON PIEZA DEL BAÑO,NT1303,38-32,6.0
65362,2024-05-19,16:17:00,Avión 1,PDQ,HA VUELTO A SALTAR EL POP UP DE HYD,NT830,29-10,12.0
65366,2024-05-19,20:18:00,Avión 37,PIQ,BASTON DE COLA ROTO,NT489,25-71,11.0
65380,2024-05-20,03:30:00,Avión 15,PIQ,LIMITACIÓN MOTOR P783070,NT100,79-00,599.0
65388,2024-05-20,06:39:00,Avión 32,PDQ,PROBLEMA ELECTRICO DE CONTROLES,NT6002,24-00,2.0
65391,2024-05-20,08:35:00,Avión 40,PIQ,RUDDER TRIM INOP,NT115,27-22,51.0
65393,2024-05-20,08:59:00,Avión 7,PIQ,PEQUEÑO DEFECTO EN FUSELAJE,NT859,25-00,76.0
65394,2024-05-18,07:53:00,Avión 14,PIQ,WP CHEQUEAR BATERIAS,NT114,24-30,3.0
65398,2024-05-20,11:38:00,Avión 18,PIQ,INDICACION PUERTA TRASERA DE CARGA (EMERGENCIA),NT626,25-54,163.0
65414,2024-05-20,14:43:00,Avión 35,PDQ,NIVEL BAJO HYD AZUL,NT149,12-14,20.0
65415,2024-05-20,14:58:00,Avión 37,PDQ,TRASPORTIN TCP SUELTO,NT553,25-21,13.0
65418,2024-05-20,15:55:00,Avión 17,PDQ,FALLO DE LOOP,NT557,26-12,14.0
65437,2024-05-21,04:14:00,Avión 6,PDQ,1D + MLG ACTUATOR,5109,05-20,74.0
65473,2024-05-21,18:35:00,Avión 28,PIQ,PENDIENTE AMPLIACIÓN DE DIFERIDO,NT471,33-10,7.0
65475,2024-05-21,19:00:00,Avión 10,PIQ,INSPECCION BIRDSTRIKE,NT688,05-51,3.0
65479,2024-05-21,19:39:00,Avión 15,PDQ,REPLACEMENT ENG 2+WASH,NT003,05-20,100.0
65505,2024-05-21,08:45:00,Avión 32,PDQ,CHEQUEO NIVEL HYD,NT3012,05-51,19.0
